trace_name,event_id,n_candidates,sampling_rate_hz,true_s_sample,c1_sample,c1_index,c1_fixed_score,c1_prob,c1_source,c1_resid_s,c1_resid_sp,c1_stead_prob,c1_ida_prob,c1_delta_sp,c2_sample,c2_index,c2_fixed_score,c2_prob,c2_source,c2_resid_s,c2_resid_sp,c2_stead_prob,c2_ida_prob,c2_delta_sp,margin_fixed,c1_ok,c2_ok,ae_c1,ae_c2,snr_db,p_switch,switched,pred_scalar,pred_fixed,pred_resid
22399041.IV.GAVE..EH,22399041,1,100.0,2625.0,2619.0,0,-0.08362305246676918,0.8459913730621338,stead+ida,0.743617396239884,0.5830496457178302,0.8459913730621338,0.474397212266922,10.130000000000003,,,,,,,,0.0,0.0,,0.0,True,False,0.06,,37.308,,False,2619.0,2619.0,2619.0
22399041.IV.MGAB..HH,22399041,1,100.0,2363.0,2371.0,0,-9.431349945959216,0.8574953675270081,stead+ida,0.47738228983213205,0.14714457702376826,0.8574953675270081,0.46331650018692017,7.019999999999998,,,,,,,,0.0,0.0,,0.0,True,False,0.08,,53.141,,False,2371.0,2371.0,2371.0
22399041.IV.MGAB..HN,22399041,1,100.0,2598.0,2606.0,0,-9.710260014905446,0.7774155735969543,stead+ida,0.47738228983213205,0.13714457702377025,0.7774155735969543,0.39118820428848267,7.01,,,,,,,,0.0,0.0,,0.0,True,False,0.08,,47.728,,False,2606.0,2606.0,2606.0
22399041.IV.MML1..EH,22399041,1,100.0,2223.0,2224.0,0,-0.24852685848433048,0.6083202958106995,stead+ida,0.03880481374329037,0.14585743830685605,0.6083202958106995,0.4574892520904541,6.44,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,39.555,,False,2224.0,2224.0,2224.0
22399041.IV.MURB..HH,22399041,1,100.0,1710.0,1709.0,0,-1.9248204547294447,0.9650201797485352,stead+ida,0.2817597320904377,0.19563211579763173,0.9650201797485352,0.7087208032608032,1.44,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,54.427,,False,1709.0,1709.0,1709.0
22399041.IV.MURB..HN,22399041,1,100.0,1762.0,1762.0,0,-1.9670506454100425,0.9716499447822571,stead+ida,0.2817597320904395,0.19563211579763173,0.9716499447822571,0.6460827589035034,1.44,,,,,,,,0.0,0.0,,0.0,True,False,0.0,,48.503,,False,1762.0,1762.0,1762.0
22399041.IV.PE3..EH,22399041,2,100.0,2403.0,2536.0,1,-25.352952652181603,0.2573884129524231,ida,1.2867226693821863,1.2753927598284864,0.0,0.2573884129524231,8.38,2544.0,0.0,-26.02475776277533,0.6095545291900635,stead,1.3667226693821881,1.3553927598284865,0.6095545291900635,0.0,8.46,0.671805110593727,False,False,1.33,1.41,36.554,0.20536762475967407,False,2536.0,2536.0,2536.0
22399041.IV.PIEI..HH,22399041,1,100.0,2155.0,2158.0,0,-30.67352311329494,0.7242394089698792,stead+ida,0.3978672316411682,0.3660756632618867,0.7242394089698792,0.4805753231048584,5.22,,,,,,,,0.0,0.0,,0.0,True,False,0.03,,30.203,,False,2158.0,2158.0,2158.0
22399041.IV.PIEI..HN,22399041,1,100.0,2286.0,2301.0,0,-2.6027574809136316,0.8325740098953247,stead+ida,0.5178672316411728,0.4060756632618867,0.8325740098953247,0.5707825422286987,5.26,,,,,,,,0.0,0.0,,0.0,True,False,0.15,,33.028,,False,2301.0,2301.0,2301.0
22399041.IV.SNTG..HH,22399041,2,100.0,2466.0,2518.0,0,-0.6863677872992922,0.8518725037574768,stead,0.1335548312946635,0.10625559494828885,0.8518725037574768,0.0,5.7,2512.0,1.0,-0.7529618583113102,0.6230247020721436,ida,0.07355483129466478,0.04625559494828835,0.0,0.6230247020721436,5.64,0.06659407101201809,False,True,0.52,0.46,41.032,0.6804198026657104,True,2512.0,2518.0,2518.0
22399041.IV.SNTG..HN,22399041,1,100.0,2202.0,2257.0,0,-0.7469035945436905,0.8481824398040771,stead+ida,0.16355483129466286,0.14625559494829066,0.8481824398040771,0.6177029609680176,5.740000000000002,,,,,,,,0.0,0.0,,0.0,False,False,0.55,,36.462,,False,2257.0,2257.0,2257.0
22399041.IV.SSFR..HH,22399041,2,100.0,2294.0,2319.0,1,-25.674084610696035,0.5066203474998474,ida,-0.21666754845826297,-0.09871206197238802,0.0,0.5066203474998474,4.769999999999998,2335.0,0.0,-28.91911269893626,0.6520781517028809,stead,-0.05666754845826283,0.06128793802761212,0.6520781517028809,0.0,4.929999999999998,3.2450280882402254,True,True,0.25,0.41,50.519,0.48649081587791443,False,2319.0,2319.0,2319.0
22399041.IV.SSFR..HN,22399041,2,100.0,2406.0,2444.0,1,-28.332071950294242,0.46740585565567017,ida,-0.08666754845826219,0.03128793802761454,0.0,0.46740585565567017,4.9,2464.0,0.0,-32.40526621352425,0.7390108108520508,stead,0.1133324515417371,0.23128793802761383,0.7390108108520508,0.0,5.1,4.0731942632300076,True,False,0.38,0.58,43.268,0.41448673605918884,False,2444.0,2444.0,2444.0
22399041.IV.SSP9..EH,22399041,2,100.0,2598.0,2609.0,0,-7.674807654801099,0.8238352537155151,stead+ida,0.7149727475373986,0.29424038711582057,0.8238352537155151,0.4039660096168518,6.9899999999999975,3052.0,1.0,-37.900632400497564,0.12020677328109741,stead,5.144972747537398,4.724240387115821,0.12020677328109741,0.0,11.419999999999998,30.225824745696464,True,False,0.11,4.54,36.747,1.1249808267166372e-05,False,2609.0,2609.0,2609.0
22399151.IV.CESI..HH,22399151,1,100.0,2750.0,2756.0,0,-0.12313565290909675,0.939389705657959,stead+ida,-0.007859388403494094,-0.04840989836506271,0.939389705657959,0.6660463213920593,6.17,,,,,,,,0.0,0.0,,0.0,True,False,0.06,,0.324,,False,2756.0,2756.0,2756.0
22399151.IV.CESI..HN,22399151,2,100.0,2614.0,10735.0,0,-1.3092830402411777,0.07290732115507126,ida,81.1421406115965,97.60159010163493,0.0,0.07290732115507126,103.82,7232.0,1.0,-1.958698772190901,0.01989278756082058,stead,46.112140611596494,62.571590101634946,0.01989278756082058,0.0,68.79,0.6494157319497234,False,False,81.21,46.18,1.37,1.0,True,7232.0,10735.0,10735.0
22399151.IV.FDMO..HH,22399151,2,100.0,2770.0,2790.0,0,-0.18310895534451063,0.693351686000824,stead,0.23483613164416184,0.13599845326689142,0.693351686000824,0.0,5.93,2764.0,1.0,-0.3719738444204021,0.47523412108421326,ida,-0.025163868355836172,-0.12400154673310837,0.0,0.47523412108421326,5.67,0.18886488907589147,True,True,0.2,0.06,8.477,0.6719911098480225,True,2764.0,2790.0,2790.0
22399151.IV.GAVE..EH,22399151,2,100.0,2223.0,2231.0,0,-0.04036576082195354,0.922441303730011,stead,-0.030015301014564955,0.009177194599113037,0.922441303730011,0.0,4.06,2223.0,1.0,-0.2103610098133972,0.6565725803375244,ida,-0.11001530101456325,-0.07082280540088659,0.0,0.6565725803375244,3.98,0.16999524899144366,True,True,0.08,0.0,6.738,0.4482775628566742,False,2231.0,2231.0,2231.0
22399151.IV.GAVE..HN,22399151,2,100.0,2250.0,2254.0,0,-1.2578903130545043,0.08079980313777924,ida,-0.0700153010145641,0.9591771945991132,0.0,0.08079980313777924,5.01,2236.0,1.0,-1.6987877866064476,0.03345426917076111,stead,-0.2500153010145638,0.7791771945991135,0.03345426917076111,0.0,4.83,0.4408974735519433,True,True,0.04,0.14,1.902,0.38106465339660645,False,2254.0,2254.0,2254.0
22399151.IV.MC2..EH,22399151,2,100.0,2066.0,2171.0,0,-0.10838389620193785,0.8051168918609619,stead,-0.3569111280814852,-0.29507572668099247,0.8051168918609619,0.0,4.039999999999997,2159.0,1.0,-0.502250293663969,0.36622747778892517,ida,-0.47691112808148617,-0.41507572668099213,0.0,0.36622747778892517,3.9199999999999977,0.39386639746203117,False,False,1.05,0.93,12.983,0.27742987871170044,False,2171.0,2171.0,2171.0
22399151.IV.MF5..EH,22399151,2,100.0,2274.0,2290.0,0,-0.09573593630750635,0.8257428407669067,stead,0.8757207654803221,-0.13759425244443335,0.8257428407669067,0.0,5.389999999999998,2284.0,1.0,-0.32609331331740016,0.5209054946899414,ida,0.8157207654803234,-0.19759425244443385,0.0,0.5209054946899414,5.329999999999997,0.2303573770098938,True,True,0.16,0.1,-0.057,0.8939889669418335,True,2284.0,2290.0,2290.0
22399151.IV.RM33..EH,22399151,2,100.0,2277.0,2281.0,0,-0.15888236700140773,0.8689972162246704,stead,0.011190035847202573,0.17374988166466387,0.8689972162246704,0.0,3.43,2272.0,1.0,-0.2525928862776777,0.6578105688095093,ida,-0.07880996415279728,0.08374988166466357,0.0,0.6578105688095093,3.34,0.09371051927626994,True,True,0.04,0.05,11.019,0.47418951988220215,False,2281.0,2281.0,2281.0
22399151.IV.RM33..HN,22399151,1,100.0,2310.0,2316.0,0,-0.3239347669179555,0.6407791376113892,stead+ida,0.031190035847203923,0.15374988166466386,0.552712619304657,0.6407791376113892,3.41,,,,,,,,0.0,0.0,,0.0,True,False,0.06,,7.521,,False,2316.0,2316.0,2316.0
22399151.IV.SMA1..EH,22399151,2,100.0,1995.0,2016.0,0,-0.3927532119564548,0.9371597170829773,stead+ida,0.12275459722139015,0.07982627681440535,0.9371597170829773,0.6939681768417358,2.2,11335.0,1.0,-37.47234210335706,0.2830982506275177,ida,93.31275459722137,93.2698262768144,0.0,0.2830982506275177,95.39,37.079588891400604,True,False,0.21,93.4,14.8,0.0,False,2016.0,2016.0,2016.0
22399151.IV.TERO..HH,22399151,2,100.0,2311.0,2315.0,0,-0.55220874038627,0.9261585474014282,stead,-0.7576355127582648,-0.5460986595062414,0.9261585474014282,0.0,4.3400000000000025,2306.0,1.0,-0.6505518679764307,0.5973470211029053,ida,-0.8476355127582647,-0.6360986595062412,0.0,0.5973470211029053,4.250000000000003,0.09834312759016073,True,True,0.04,0.05,8.454,0.33982834219932556,False,2315.0,2315.0,2315.0
22399151.IV.TERO..HN,22399151,2,100.0,2093.0,2082.0,1,-0.7786481963795473,0.39467477798461914,ida,-0.9076355127582634,-1.576098659506246,0.0,0.39467477798461914,3.309999999999998,2094.0,0.0,-0.8351191148563608,0.47475868463516235,stead,-0.7876355127582624,-1.456098659506246,0.47475868463516235,0.0,3.429999999999998,0.056470918476813514,True,True,0.11,0.01,6.65,0.5758934020996094,True,2094.0,2082.0,2094.0
22399741.IV.EPZF..HH,22399741,1,100.0,2268.0,2408.0,0,-4.730261747036707,0.6693609952926636,stead+ida,1.8503373184509293,1.6314646693790689,0.6693609952926636,0.2945393919944763,5.83,,,,,,,,0.0,0.0,,0.0,False,False,1.4,,16.041,,False,2408.0,2408.0,2408.0
22399741.IV.GALF..HH,22399741,1,100.0,2376.0,2377.0,0,-0.12034304350239308,0.8007580041885376,stead+ida,0.5907504206814496,1.1049304271885063,0.8007580041885376,0.4242745041847229,3.4199999999999977,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,32.8,,False,2377.0,2377.0,2377.0
22399741.IV.GALF..HN,22399741,1,100.0,2462.0,2459.0,0,-0.4089759295297964,0.44133463501930237,stead+ida,0.5507504206814504,1.0949304271885087,0.41360458731651306,0.44133463501930237,3.41,,,,,,,,0.0,0.0,,0.0,True,False,0.03,,14.392,,False,2459.0,2459.0,2459.0
22399741.IV.MSFR..HH,22399741,2,100.0,2454.0,2436.0,0,-0.5197623619801921,0.3540612459182739,stead,-0.5571790077958756,-0.2976277713288358,0.3540612459182739,0.0,3.36,2445.0,1.0,-0.8595279214590905,0.1807612180709839,ida,-0.46717900779587573,-0.20762777132883548,0.0,0.1807612180709839,3.45,0.3397655594788984,True,True,0.18,0.09,19.864,0.47553324699401855,False,2436.0,2436.0,2436.0
22399741.IV.MUCR..HH,22399741,2,100.0,2252.0,2253.0,0,-0.4105195978549842,0.6951779723167419,stead,-0.5463164633282922,0.011525155245467822,0.6951779723167419,0.0,5.55,2240.0,1.0,-0.894374277412621,0.3503561019897461,ida,-0.6763164633282948,-0.11847484475453207,0.0,0.3503561019897461,5.42,0.4838546795576368,True,True,0.01,0.12,22.66,0.29006895422935486,False,2253.0,2253.0,2253.0
22399741.IV.PLLN..EH,22399741,2,100.0,2372.0,2401.0,0,-0.4272906407992455,0.4254612922668457,stead,0.5844239048993316,0.5154883723411956,0.4254612922668457,0.0,6.31,2383.0,1.0,-0.8692376128789983,0.17578822374343872,ida,0.40442390489932833,0.3354883723411959,0.0,0.17578822374343872,6.13,0.44194697207975275,True,True,0.29,0.11,11.399,0.8518668413162231,True,2383.0,2401.0,2401.0
22401661.IV.CAFI..HH,22401661,1,100.0,2879.0,2799.0,0,-2.1169972667231343,0.9174212217330933,stead+ida,-1.2096341268970185,-1.6303869116149325,0.9174212217330933,0.42883023619651794,8.79,,,,,,,,0.0,0.0,,0.0,False,False,0.8,,8.369,,False,2799.0,2799.0,2799.0
22401661.IV.CAFI..HN,22401661,2,100.0,3119.0,3039.0,0,-0.045350888818024605,0.9132900238037109,stead,-1.209634126897015,-1.660386911614932,0.9132900238037109,0.0,8.76,3031.0,1.0,-0.5415323076671222,0.3385563790798187,ida,-1.2896341268970168,-1.740386911614932,0.0,0.3385563790798187,8.68,0.4961814188490976,False,False,0.8,0.88,6.047,0.2343759834766388,False,3039.0,3039.0,3039.0
22401661.IV.CASP..HH,22401661,1,100.0,2132.0,2148.0,0,-0.17370231677621875,0.9436548948287964,stead+ida,-0.09008977688070452,-0.5478556640224355,0.9436548948287964,0.6496991515159607,5.02,,,,,,,,0.0,0.0,,0.0,True,False,0.16,,28.682,,False,2148.0,2148.0,2148.0
22401661.IV.CRMI..HH,22401661,1,100.0,2701.0,2634.0,0,-1.2900971004756605,0.8729660511016846,stead+ida,-1.3305848398035245,-1.2420394967266404,0.8729660511016846,0.4902225136756897,8.8,,,,,,,,0.0,0.0,,0.0,False,False,0.67,,16.328,,False,2634.0,2634.0,2634.0
22401661.IV.CRMI..HN,22401661,2,100.0,2737.0,2671.0,0,-1.5042987008988575,0.8414720296859741,stead,-1.320584839803523,-1.292039496726641,0.8414720296859741,0.0,8.75,2663.0,1.0,-2.0565804350862193,0.41341185569763184,ida,-1.4005848398035248,-1.3720394967266412,0.0,0.41341185569763184,8.67,0.5522817341873618,False,False,0.66,0.74,9.259,0.27191153168678284,False,2671.0,2671.0,2671.0
22401661.IV.LMD..HH,22401661,1,100.0,3340.0,3454.0,0,-36.98215550558088,0.6805936694145203,stead+ida,0.9258482390990181,0.4388507171838256,0.6805936694145203,0.10585446655750275,15.480000000000002,,,,,,,,0.0,0.0,,0.0,False,False,1.14,,4.121,,False,3454.0,3454.0,3454.0
22401661.IV.OSSC..HH,22401661,2,100.0,2611.0,2514.0,0,-8.166101281597827,0.932257890701294,stead,-1.2373918287412131,-1.0361630936651114,0.932257890701294,0.0,5.879999999999998,2508.0,1.0,-9.325526114156277,0.6124961376190186,ida,-1.2973918287412154,-1.0961630936651119,0.0,0.6124961376190186,5.819999999999998,1.1594248325584502,False,False,0.97,1.03,25.843,0.2882533669471741,False,2514.0,2514.0,2514.0
22401661.IV.OSSC..HN,22401661,1,100.0,2602.0,2505.0,0,-8.176302664213443,0.9134299755096436,stead+ida,-1.2373918287412131,-1.0861630936651094,0.9134299755096436,0.6011793613433838,5.83,,,,,,,,0.0,0.0,,0.0,False,False,0.97,,-1.739,,False,2505.0,2505.0,2505.0
22401661.IV.PII..HH,22401661,1,100.0,2779.0,2751.0,0,-0.5994676843288966,0.7820558547973633,stead+ida,-0.6296575402182931,-0.2524791117791576,0.7820558547973633,0.28443294763565063,9.96,,,,,,,,0.0,0.0,,0.0,True,False,0.28,,7.496,,False,2751.0,2751.0,2751.0
22401661.IV.RIBO..EH,22401661,1,100.0,1970.0,1978.0,0,-0.013790024640080896,0.9727967977523804,stead+ida,-0.35598438033351343,-0.5703772838652261,0.9727967977523804,0.43645036220550537,2.880000000000002,,,,,,,,0.0,0.0,,0.0,True,False,0.08,,50.483,,False,1978.0,1978.0,1978.0
22401661.IV.RUFI..EH,22401661,2,100.0,2889.0,2904.0,0,-0.3076652735974814,0.7946123480796814,stead,-0.5428852483950699,-0.7936695745829194,0.7946123480796814,0.0,10.59,2893.0,1.0,-0.8568320014846084,0.3292699158191681,ida,-0.6528852483950693,-0.9036695745829189,0.0,0.3292699158191681,10.48,0.549166727887127,True,True,0.15,0.04,24.754,0.279777854681015,False,2904.0,2904.0,2904.0
22401661.IV.SEI..HH,22401661,1,100.0,3109.0,3066.0,0,-0.1717395797933214,0.7092982530593872,stead+ida,-0.0063461403023623575,-0.5318503615017871,0.7092982530593872,0.2410612553358078,13.149999999999999,,,,,,,,0.0,0.0,,0.0,True,False,0.43,,14.345,,False,3066.0,3066.0,3066.0
22402071.IV.JOPP..HH,22402071,2,100.0,3054.0,3024.0,0,-0.18692095315210086,0.688085675239563,stead,-0.5227220235005916,-1.1731398778977482,0.688085675239563,0.0,9.94,3015.0,1.0,-0.9720703807732236,0.14311012625694275,ida,-0.612722023500595,-1.263139877897748,0.0,0.14311012625694275,9.85,0.7851494276211227,True,True,0.3,0.39,10.027,0.2502979040145874,False,3024.0,3024.0,3024.0
22402071.IV.JOPP..HN,22402071,1,100.0,3309.0,3409.0,0,-0.7920182987991355,0.5966634154319763,stead+ida,0.7772779764994127,-0.1731398778977482,0.5966634154319763,0.12448032945394516,10.94,,,,,,,,0.0,0.0,,0.0,False,False,1.0,,7.261,,False,3409.0,3409.0,3409.0
22402071.IV.MTTG..HH,22402071,2,100.0,2708.0,2654.0,0,-0.913947276939381,0.16075165569782257,stead,0.08046599122890541,-0.9893548491790245,0.16075165569782257,0.0,10.119999999999997,2640.0,1.0,-1.3125559682385253,0.07243163883686066,ida,-0.05953400877109516,-1.129354849179025,0.0,0.07243163883686066,9.979999999999997,0.3986086912991442,False,False,0.54,0.68,2.599,0.593449592590332,True,2640.0,2654.0,2654.0
22402071.IV.PLAC..HH,22402071,2,100.0,2173.0,2171.0,0,-0.22915844710746852,0.632347047328949,stead+ida,-0.7335925810349249,-0.727255780840534,0.632347047328949,0.22819143533706665,6.07,2119.0,1.0,-0.7207617477665927,0.23656706511974335,ida,-1.2535925810349244,-1.2472557808405345,0.0,0.23656706511974335,5.55,0.4916033006591242,True,False,0.02,0.54,21.048,0.1171685978770256,False,2171.0,2171.0,2171.0
22402071.IV.PLAC..HN,22402071,3,100.0,2201.0,2154.0,0,-0.30801252561220194,0.5400869846343994,stead,-1.183592581034926,-1.1972557808405346,0.5400869846343994,0.0,5.6,2214.0,1.0,-0.44673211669997775,0.4092355966567993,stead,-0.5835925810349245,-0.5972557808405341,0.4092355966567993,0.0,6.2,0.13871959108777582,True,True,0.47,0.13,14.771,0.7301623821258545,True,2214.0,2154.0,2214.0
22402071.IV.SOI..EH,22402071,2,100.0,2499.0,2512.0,0,-0.37946832381669326,0.46850234270095825,stead,0.18909899786482143,-0.33861379019749105,0.46850234270095825,0.0,7.609999999999998,2503.0,1.0,-0.7916002266942538,0.2102547287940979,ida,0.09909899786482157,-0.4286137901974909,0.0,0.2102547287940979,7.519999999999998,0.4121319028775605,True,True,0.13,0.04,13.353,0.6744518876075745,True,2503.0,2512.0,2512.0
22402071.MN.CEL..HH,22402071,1,100.0,2571.0,2547.0,0,-0.1199160652556358,0.7867599129676819,stead+ida,-0.3945428518144425,-0.4321633128020981,0.7867599129676819,0.3346233367919922,9.049999999999997,,,,,,,,0.0,0.0,,0.0,True,False,0.24,,12.155,,False,2547.0,2547.0,2547.0
22402071.MN.CEL..HN,22402071,2,100.0,2567.0,2530.0,0,-0.10725721066613568,0.8069331645965576,stead,-0.5245428518144415,-0.7221633128020954,0.8069331645965576,0.0,8.76,2522.0,1.0,-0.9643985610668844,0.14532288908958435,ida,-0.6045428518144398,-0.8021633128020955,0.0,0.14532288908958435,8.68,0.8571413504007487,True,True,0.37,0.45,7.047,0.21946130692958832,False,2530.0,2530.0,2530.0
22402361.IV.ASSB..HH,22402361,2,100.0,2538.0,2542.0,1,-5.810684855435839,0.4826509654521942,stead,-0.10329689568963651,-0.16471004135104117,0.4826509654521942,0.0,4.13,2535.0,0.0,-6.024850461127814,0.6104621887207031,ida,-0.1732968956896368,-0.23471004135104145,0.0,0.6104621887207031,4.06,0.21416560569197518,True,True,0.04,0.03,8.373,0.4465281367301941,False,2542.0,2542.0,2542.0
22402361.IV.ATCC..EH,22402361,1,100.0,2280.0,2286.0,0,-3.2009301763764872,0.8889790773391724,stead+ida,0.24374195668416565,0.11688842207296002,0.8889790773391724,0.7711004018783569,2.7599999999999976,,,,,,,,0.0,0.0,,0.0,True,False,0.06,,7.213,,False,2286.0,2286.0,2286.0
22402361.IV.ATCC..HN,22402361,1,100.0,2215.0,2219.0,0,-0.3654460164552829,0.6683039665222168,stead+ida,0.22374195668416608,0.09688842207296267,0.6472848653793335,0.6683039665222168,2.74,,,,,,,,0.0,0.0,,0.0,True,False,0.04,,5.006,,False,2219.0,2219.0,2219.0
22402361.IV.ATFO..HH,22402361,2,100.0,2217.0,2231.0,0,-33.8185532936634,0.44756364822387695,stead,0.19758820580414316,0.09957108203987675,0.44756364822387695,0.0,2.68,2239.0,1.0,-35.12644356702956,0.35480159521102905,ida,0.277588205804145,0.17957108203987637,0.0,0.35480159521102905,2.76,1.3078902733661621,True,True,0.14,0.22,4.979,0.6151710748672485,True,2239.0,2231.0,2231.0
22402361.IV.ATFO..HN,22402361,2,100.0,2221.0,2215.0,1,-9.633135756246404,0.006020430941134691,stead,-0.012411794195855919,-2.2904289179601234,0.006020430941134691,0.0,0.29,4200.0,0.0,-38.412626872218574,0.04317338764667511,ida,19.837588205804146,17.559571082039877,0.0,0.04317338764667511,20.14,28.77949111597217,True,False,0.06,19.79,0.663,3.9385503701896303e-20,False,2215.0,2215.0,2215.0
22402361.IV.ATPI..EH,22402361,1,100.0,2283.0,2278.0,0,-7.746583406055877,0.06346380710601807,stead+ida,-0.34438019953127785,-0.7768019290985491,0.029369143769145012,0.06346380710601807,2.85,,,,,,,,0.0,0.0,,0.0,True,False,0.05,,0.688,,False,2278.0,2278.0,2278.0
22402361.IV.ATPI..HN,22402361,1,100.0,2082.0,2086.0,0,-0.821694038324504,0.19332392513751984,stead+ida,,-1.196801929098549,0.003674156963825226,0.19332392513751984,2.43,,,,,,,,0.0,0.0,,0.0,True,False,0.04,,1.478,,False,2086.0,2086.0,2086.0
22402361.IV.ATTE..HH,22402361,1,100.0,2198.0,2209.0,0,-16.971325867927625,0.9382641315460205,stead+ida,0.06037087801103436,-0.005654731194064455,0.9382641315460205,0.7165101766586304,1.97,,,,,,,,0.0,0.0,,0.0,True,False,0.11,,14.158,,False,2209.0,2209.0,2209.0
22402361.IV.ATTE..HN,22402361,1,100.0,2106.0,2123.0,0,-0.6036199800054516,0.46476975083351135,stead+ida,0.12037087801103308,-0.23565473119406222,0.46476975083351135,0.39884066581726074,1.7400000000000022,,,,,,,,0.0,0.0,,0.0,True,False,0.17,,6.543,,False,2123.0,2123.0,2123.0
22402361.IV.ATVO..HH,22402361,1,100.0,2007.0,2016.0,0,-3.7295610824334844,0.9291208386421204,stead+ida,0.017912048958049098,-0.02085152803166901,0.9291208386421204,0.7280491590499878,2.54,,,,,,,,0.0,0.0,,0.0,True,False,0.09,,11.288,,False,2016.0,2016.0,2016.0
22402361.IV.ATVO..HN,22402361,2,100.0,2153.0,2135.0,1,-2.9294450859910164,0.008431745693087578,stead,-0.2420879510419489,-0.18085152803166915,0.008431745693087578,0.0,2.38,11217.0,0.0,-37.619073944767706,0.21109965443611145,ida,90.57791204895805,90.63914847196834,0.0,0.21109965443611145,93.2,34.689628858776686,True,False,0.18,90.64,3.806,0.0,False,2135.0,2135.0,2135.0
22402361.IV.CAFI..HH,22402361,2,100.0,2183.0,2234.0,0,-0.9164707732876928,0.669018030166626,stead,0.5764996658912391,-77.95299851560796,0.669018030166626,0.0,-71.9,2220.0,1.0,-1.5397112605155716,0.4607028663158417,ida,0.43649966589123856,-78.09299851560796,0.0,0.4607028663158417,-72.04,0.6232404872278788,False,True,0.51,0.37,-0.766,0.7911518216133118,True,2220.0,2234.0,2234.0
22402361.IV.CAFI..HN,22402361,3,100.0,2207.0,2282.0,2,-0.9774232028584781,0.22316749393939972,ida,0.8164996658912393,-77.16299851560795,0.0,0.22316749393939972,-71.11,9421.0,0.0,-37.2413776000321,0.4493144750595093,stead,72.20649966589124,-5.772998515607947,0.4493144750595093,0.0,0.28,36.26395439717363,False,False,0.75,72.14,-1.672,0.0,False,2282.0,2282.0,2282.0
22402361.IV.FOSV..EH,22402361,2,100.0,2442.0,2435.0,0,-2.5543272351184827,0.23097966611385345,ida,-0.04701439244594319,17.936476514381795,0.0,0.23097966611385345,21.85,2446.0,1.0,-2.9653592256107597,0.18835365772247314,stead,0.06298560755405624,18.046476514381794,0.18835365772247314,0.0,21.96,0.411031990492277,True,True,0.07,0.04,1.94,0.5076721906661987,True,2446.0,2435.0,2435.0
22402361.IV.FOSV..HN,22402361,2,100.0,2443.0,2446.0,0,-1.910052964765978,0.04124385118484497,ida,0.05298560755405646,-3.683523485618206,0.0,0.04124385118484497,0.23,2439.0,1.0,-3.742074752741585,0.0007796926074661314,stead,-0.017014392445943827,-3.753523485618206,0.0007796926074661314,0.0,0.16,1.832021787975607,True,True,0.03,0.04,0.683,0.4596557021141052,False,2446.0,2446.0,2446.0
22402361.IV.MURB..HH,22402361,1,100.0,1760.0,1767.0,0,-1.9889424376664118,0.9712768793106079,stead+ida,0.02029843627373351,0.019644736500120885,0.9712768793106079,0.6998392343521118,1.37,,,,,,,,0.0,0.0,,0.0,True,False,0.07,,25.236,,False,1767.0,1767.0,1767.0
22402361.IV.MURB..HN,22402361,1,100.0,1753.0,1768.0,0,-1.8426655012938933,0.9227752685546875,stead+ida,0.1002984362737318,0.07964473650012072,0.9227752685546875,0.5802432894706726,1.43,,,,,,,,0.0,0.0,,0.0,True,False,0.15,,10.117,,False,1768.0,1768.0,1768.0
22402361.IV.PIEI..HH,22402361,2,100.0,2503.0,2492.0,1,-29.80804820599229,0.5094728469848633,ida,0.3616413518969299,0.05915604853366929,0.0,0.5094728469848633,4.89,2505.0,0.0,-31.384379729443495,0.7235637903213501,stead,0.4916413518969289,0.18915604853366919,0.7235637903213501,0.0,5.02,1.5763315234512056,True,True,0.11,0.02,4.513,0.22232140600681305,False,2492.0,2492.0,2492.0
22402361.IV.PIEI..HN,22402361,2,100.0,2420.0,2379.0,0,-2.292256957662098,0.12185285240411758,ida,0.06164135189692743,-0.3208439514663306,0.0,0.12185285240411758,4.51,2435.0,1.0,-4.432031466856338,0.03826779127120972,stead,0.6216413518969297,0.2391560485336699,0.03826779127120972,0.0,5.07,2.1397745091942397,True,True,0.41,0.15,1.109,0.17723192274570465,False,2379.0,2379.0,2379.0
22402621.GU.EQUI..HH,22402621,2,100.0,2963.0,3034.0,0,-1.5495389098123442,0.369762122631073,stead,0.3269878167665645,1.0646850909788732,0.369762122631073,0.0,8.16,3021.0,1.0,-1.5991520211666503,0.20317381620407104,ida,0.19698781676656552,0.9346850909788724,0.0,0.20317381620407104,8.03,0.04961311135430613,False,False,0.71,0.58,3.272,0.7930627465248108,True,3021.0,3034.0,3021.0
22402621.GU.GORR..HH,22402621,1,100.0,2802.0,2861.0,0,-0.5473712721777216,0.8471595048904419,stead+ida,0.6502337503816804,0.6124979808960873,0.8471595048904419,0.515399158000946,9.48,,,,,,,,0.0,0.0,,0.0,False,False,0.59,,8.252,,False,2861.0,2861.0,2861.0
